Hồ chứa,LVS/Hồ/Ngày/Giờ,thoi_gian,Lưu vực sông,Mực nước hồ (m),Lưu lượng đến hồ (m³/s),Tổng lưu lượng xả (m³/s)[Yêu cầu],Tổng lưu lượng xả (m³/s)[Thực tế],Tổng lưu lượng xả (m³/s)[+/-],Dòng chảy tối thiểu (m³/s)[Yêu cầu],Dòng chảy tối thiểu (m³/s)[Thực tế],Dòng chảy tối thiểu (m³/s)[+/-],Thời gian xả (Giờ)[Yêu cầu],Thời gian xả (Giờ)[Thực tế],Thời gian xả (Giờ)[+/-],Thực Hiện
Hòa Bình,19,13/05/2021,Hồng,96.46,1978,600,2413,1813,--,0,--,--,--,--,Đúng
Hòa Bình,1,14/05/2021,Hồng,96.36,1677,600,2436,1836,--,0,--,--,--,--,Đúng
Hòa Bình,7,14/05/2021,Hồng,96.20,1220,600,2414,1814,--,0,--,--,--,--,Đúng
Hòa Bình,13,14/05/2021,Hồng,96.07,1452,600,2418,1818,--,0,--,--,--,--,Đúng
Hòa Bình,19,14/05/2021,Hồng,95.98,1761,600,2409,1809,--,0,--,--,--,--,Đúng
Hòa Bình,1,15/05/2021,Hồng,95.94,2134,600,2431,1831,--,0,--,--,--,--,Đúng
Hòa Bình,7,15/05/2021,Hồng,95.79,1136,600,2229,1629,--,0,--,--,--,--,Đúng
Hòa Bình,13,15/05/2021,Hồng,95.59,761,600,2224,1624,--,0,--,--,--,--,Đúng
Hòa Bình,19,15/05/2021,Hồng,95.50,1739,600,2387,1787,--,0,--,--,--,--,Đúng
Hòa Bình,1,16/05/2021,Hồng,95.41,1742,600,2390,1790,--,0,--,--,--,--,Đúng
Hòa Bình,7,16/05/2021,Hồng,95.22,1005,600,2394,1794,--,0,--,--,--,--,Đúng
Hòa Bình,13,16/05/2021,Hồng,95.02,933,600,2397,1797,--,0,--,--,--,--,Đúng
Hòa Bình,19,16/05/2021,Hồng,94.96,1986,600,2402,1802,--,0,--,--,--,--,Đúng
Hòa Bình,1,17/05/2021,Hồng,94.88,1837,600,2397,1797,--,0,--,--,--,--,Đúng
Hòa Bình,7,17/05/2021,Hồng,94.81,1809,600,2296,1696,--,0,--,--,--,--,Đúng
Hòa Bình,13,17/05/2021,Hồng,94.69,1451,600,2301,1701,--,0,--,--,--,--,Đúng
Hòa Bình,19,17/05/2021,Hồng,94.61,1628,600,2188,1588,--,0,--,--,--,--,Đúng
Hòa Bình,1,18/05/2021,Hồng,94.57,1693,600,1960,1360,--,0,--,--,--,--,Đúng
Hòa Bình,7,18/05/2021,Hồng,94.55,1695,600,1820,1220,--,0,--,--,--,--,Đúng
Hòa Bình,13,18/05/2021,Hồng,94.42,1114,600,2037,1437,--,0,--,--,--,--,Đúng
Hòa Bình,19,18/05/2021,Hồng,94.41,2246,600,2319,1719,--,0,--,--,--,--,Đúng
Hòa Bình,1,19/05/2021,Hồng,94.31,1590,600,2295,1695,--,0,--,--,--,--,Đúng
Hòa Bình,7,19/05/2021,Hồng,94.16,1326,600,2394,1794,--,0,--,--,--,--,Đúng
Hòa Bình,13,19/05/2021,Hồng,94.04,1546,600,2396,1796,--,0,--,--,--,--,Đúng
Hòa Bình,19,19/05/2021,Hồng,93.95,1782,600,2420,1820,--,0,--,--,--,--,Đúng
Hòa Bình,1,20/05/2021,Hồng,93.91,1973,600,2237,1637,--,0,--,--,--,--,Đúng
Hòa Bình,7,20/05/2021,Hồng,93.93,2242,600,2081,1481,--,0,--,--,--,--,Đúng
Hòa Bình,13,20/05/2021,Hồng,93.88,1751,600,2085,1485,--,0,--,--,--,--,Đúng
Hòa Bình,19,20/05/2021,Hồng,93.88,2106,600,2086,1486,--,0,--,--,--,--,Đúng
Hòa Bình,1,21/05/2021,Hồng,93.87,2032,600,2083,1483,--,0,--,--,--,--,Đúng
Hòa Bình,7,21/05/2021,Hồng,93.84,1890,600,2403,1803,--,0,--,--,--,--,Đúng
Hòa Bình,13,21/05/2021,Hồng,93.80,1821,600,2104,1504,--,0,--,--,--,--,Đúng
Hòa Bình,19,21/05/2021,Hồng,93.80,2105,600,2085,1485,--,0,--,--,--,--,Đúng
Hòa Bình,1,22/05/2021,Hồng,93.74,1682,600,2087,1487,--,0,--,--,--,--,Đúng
Hòa Bình,7,22/05/2021,Hồng,93.77,2320,600,2108,1508,--,0,--,--,--,--,Đúng
Hòa Bình,13,22/05/2021,Hồng,93.72,1753,600,2108,1508,--,0,--,--,--,--,Đúng
Hòa Bình,19,22/05/2021,Hồng,93.72,2108,600,2088,1488,--,0,--,--,--,--,Đúng
Hòa Bình,1,23/05/2021,Hồng,93.70,1967,600,2089,1489,--,0,--,--,--,--,Đúng
Hòa Bình,7,23/05/2021,Hồng,93.71,2180,600,2089,1489,--,0,--,--,--,--,Đúng
Hòa Bình,13,23/05/2021,Hồng,93.73,1926,600,1764,1164,--,0,--,--,--,--,Đúng
Hòa Bình,19,23/05/2021,Hồng,93.74,1854,600,1764,1164,--,0,--,--,--,--,Đúng
Hòa Bình,1,24/05/2021,Hồng,93.72,1966,600,2108,1508,--,0,--,--,--,--,Đúng
Hòa Bình,7,24/05/2021,Hồng,93.72,2108,600,2088,1488,--,0,--,--,--,--,Đúng
Hòa Bình,13,24/05/2021,Hồng,93.71,2038,600,2089,1489,--,0,--,--,--,--,Đúng
Hòa Bình,19,24/05/2021,Hồng,93.69,1962,600,2084,1484,--,0,--,--,--,--,Đúng
Hòa Bình,1,25/05/2021,Hồng,93.65,1821,600,2105,1505,--,0,--,--,--,--,Đúng
Hòa Bình,7,25/05/2021,Hồng,93.59,1681,600,2086,1486,--,0,--,--,--,--,Đúng
Hòa Bình,13,25/05/2021,Hồng,93.57,1965,600,2087,1487,--,0,--,--,--,--,Đúng
Hòa Bình,19,25/05/2021,Hồng,93.54,1824,600,2088,1488,--,0,--,--,--,--,Đúng
Hòa Bình,1,26/05/2021,Hồng,93.50,1896,600,2089,1489,--,0,--,--,--,--,Đúng
Hòa Bình,7,26/05/2021,Hồng,93.45,1755,600,2090,1490,--,0,--,--,--,--,Đúng
Hòa Bình,13,26/05/2021,Hồng,93.42,1898,600,2091,1491,--,0,--,--,--,--,Đúng
Hòa Bình,1,27/05/2021,Hồng,93.39,1970,600,2092,1492,--,0,--,--,--,--,Đúng
Hòa Bình,7,27/05/2021,Hồng,93.38,2041,600,2092,1492,--,0,--,--,--,--,Đúng
Hòa Bình,13,27/05/2021,Hồng,93.34,1830,600,2093,1493,--,0,--,--,--,--,Đúng
Hòa Bình,19,27/05/2021,Hồng,93.34,2107,600,2087,1487,--,0,--,--,--,--,Đúng
Hòa Bình,1,28/05/2021,Hồng,93.31,1887,600,2080,1480,--,0,--,--,--,--,Đúng
Hòa Bình,7,28/05/2021,Hồng,93.32,2171,600,2080,1480,--,0,--,--,--,--,Đúng
Hòa Bình,13,28/05/2021,Hồng,93.31,2029,600,2080,1480,--,0,--,--,--,--,Đúng
Hòa Bình,19,28/05/2021,Hồng,93.31,2100,600,2100,1500,--,0,--,--,--,--,Đúng
Hòa Bình,1,29/05/2021,Hồng,93.30,2030,600,2081,1481,--,0,--,--,--,--,Đúng
Hòa Bình,7,29/05/2021,Hồng,93.32,1998,600,1837,1237,--,0,--,--,--,--,Đúng
Hòa Bình,13,29/05/2021,Hồng,93.31,1785,600,1836,1236,--,0,--,--,--,--,Đúng
Hòa Bình,19,29/05/2021,Hồng,93.29,1959,600,2101,1501,--,0,--,--,--,--,Đúng
Hòa Bình,1,30/05/2021,Hồng,93.27,1959,600,2081,1481,--,0,--,--,--,--,Đúng
Hòa Bình,7,30/05/2021,Hồng,93.27,2101,600,2081,1481,--,0,--,--,--,--,Đúng
Hòa Bình,13,30/05/2021,Hồng,93.21,1677,600,2082,1482,--,0,--,--,--,--,Đúng
Hòa Bình,19,30/05/2021,Hồng,93.21,2103,600,2083,1483,--,0,--,--,--,--,Đúng
Hòa Bình,1,31/05/2021,Hồng,93.21,2103,600,2083,1483,--,0,--,--,--,--,Đúng
Hòa Bình,7,31/05/2021,Hồng,93.14,1608,600,2104,1504,--,0,--,--,--,--,Đúng
Hòa Bình,13,31/05/2021,Hồng,93.14,2105,600,2105,1505,--,0,--,--,--,--,Đúng
Hòa Bình,19,31/05/2021,Hồng,93.13,2034,600,2085,1485,--,0,--,--,--,--,Đúng
Hòa Bình,1,01/06/2021,Hồng,93.13,2105,214,2085,1871,--,0,--,--,--,--,Đúng
Hòa Bình,7,01/06/2021,Hồng,93.09,1822,214,2106,1892,--,0,--,--,--,--,Đúng
Hòa Bình,13,01/06/2021,Hồng,93.09,2106,214,2106,1892,--,0,--,--,--,--,Đúng
Hòa Bình,19,01/06/2021,Hồng,93.10,2177,214,2086,1872,--,0,--,--,--,--,Đúng
Hòa Bình,1,02/06/2021,Hồng,93.12,2248,214,2086,1872,--,0,--,--,--,--,Đúng
Hòa Bình,7,02/06/2021,Hồng,93.15,2140,214,1908,1694,--,0,--,--,--,--,Đúng
Hòa Bình,13,02/06/2021,Hồng,93.19,2388,214,2085,1871,--,0,--,--,--,--,Đúng
Hòa Bình,19,02/06/2021,Hồng,93.23,2387,214,2084,1870,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/06/2021,Hồng,93.27,2385,214,2102,1888,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/06/2021,Hồng,93.27,2101,214,2081,1867,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/06/2021,Hồng,93.29,2243,214,2081,1867,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/06/2021,Hồng,93.29,2314,214,2082,1868,--,0,--,--,--,--,Đúng
Hòa Bình,1,04/06/2021,Hồng,93.30,2172,214,2101,1887,--,0,--,--,--,--,Đúng
Hòa Bình,7,04/06/2021,Hồng,93.24,1676,214,2082,1868,--,0,--,--,--,--,Đúng
Hòa Bình,13,04/06/2021,Hồng,93.07,900,214,2085,1871,--,0,--,--,--,--,Đúng
Hòa Bình,19,04/06/2021,Hồng,92.93,1136,214,2085,1871,--,0,--,--,--,--,Đúng
Hòa Bình,1,05/06/2021,Hồng,92.85,1556,214,2089,1875,--,0,--,--,--,--,Đúng
Hòa Bình,7,05/06/2021,Hồng,92.68,612,214,1768,1554,--,0,--,--,--,--,Đúng
Hòa Bình,13,05/06/2021,Hồng,92.46,40,214,1538,1324,--,0,--,--,--,--,Đúng
Hòa Bình,19,05/06/2021,Hồng,92.38,179,214,1147,933,--,0,--,--,--,--,Đúng
Hòa Bình,1,06/06/2021,Hồng,92.33,591,214,917,703,--,0,--,--,--,--,Đúng
Hòa Bình,7,06/06/2021,Hồng,92.14,162,214,1456,1242,--,0,--,--,--,--,Đúng
Hòa Bình,13,06/06/2021,Hồng,91.93,47,214,1445,1231,--,0,--,--,--,--,Đúng
Hòa Bình,19,06/06/2021,Hồng,91.62,40,214,1353,1139,--,0,--,--,--,--,Đúng
Hòa Bình,1,07/06/2021,Hồng,91.44,568,214,1763,1549,--,0,--,--,--,--,Đúng
Hòa Bình,7,07/06/2021,Hồng,91.23,657,214,2055,1841,--,0,--,--,--,--,Đúng
Hòa Bình,13,07/06/2021,Hồng,91.07,985,214,2045,1831,--,0,--,--,--,--,Đúng
Hòa Bình,19,07/06/2021,Hồng,91.09,1641,214,1506,1292,--,0,--,--,--,--,Đúng
Hòa Bình,1,08/06/2021,Hồng,91,751,214,1339,1125,--,0,--,--,--,--,Đúng
Hòa Bình,7,08/06/2021,Hồng,90.94,1108,214,1503,1289,--,0,--,--,--,--,Đúng
Hòa Bình,13,08/06/2021,Hồng,90.72,193,214,1641,1427,--,0,--,--,--,--,Đúng
Hòa Bình,19,08/06/2021,Hồng,90.68,1233,214,1497,1283,--,0,--,--,--,--,Đúng
Hòa Bình,1,09/06/2021,Hồng,90.66,1021,214,1153,939,--,0,--,--,--,--,Đúng
Hòa Bình,7,09/06/2021,Hồng,90.52,363,214,1265,1051,--,0,--,--,--,--,Đúng
Hòa Bình,13,09/06/2021,Hồng,90.34,365,214,1479,1265,--,0,--,--,--,--,Đúng
Hòa Bình,19,09/06/2021,Hồng,90.12,472,214,1900,1686,--,0,--,--,--,--,Đúng
Hòa Bình,1,10/06/2021,Hồng,89.95,742,214,1813,1599,--,0,--,--,--,--,Đúng
Hòa Bình,7,10/06/2021,Hồng,89.74,211,214,1559,1345,--,0,--,--,--,--,Đúng
Hòa Bình,13,10/06/2021,Hồng,89.55,474,214,1693,1479,--,0,--,--,--,--,Đúng
Hòa Bình,19,10/06/2021,Hồng,89.42,1042,214,1856,1642,--,0,--,--,--,--,Đúng
Hòa Bình,1,11/06/2021,Hồng,89.27,1005,214,1968,1754,--,0,--,--,--,--,Đúng
Hòa Bình,7,11/06/2021,Hồng,89.12,1061,214,2024,1810,--,0,--,--,--,--,Đúng
Hòa Bình,13,11/06/2021,Hồng,89.02,1395,214,2037,1823,--,0,--,--,--,--,Đúng
Hòa Bình,19,11/06/2021,Hồng,88.94,1510,214,1990,1776,--,0,--,--,--,--,Đúng
Hòa Bình,1,12/06/2021,Hồng,88.78,1024,214,2024,1810,--,0,--,--,--,--,Đúng
Hòa Bình,7,12/06/2021,Hồng,88.56,662,214,2037,1823,--,0,--,--,--,--,Đúng
Hòa Bình,13,12/06/2021,Hồng,88.36,795,214,2046,1832,--,0,--,--,--,--,Đúng
Hòa Bình,19,12/06/2021,Hồng,88.27,1472,214,2015,1801,--,0,--,--,--,--,Đúng
Hòa Bình,1,13/06/2021,Hồng,88.07,780,214,2031,1817,--,0,--,--,--,--,Đúng
Hòa Bình,7,13/06/2021,Hồng,88.02,1453,214,1745,1531,--,0,--,--,--,--,Đúng
Hòa Bình,13,13/06/2021,Hồng,88.19,2129,214,1067,853,--,0,--,--,--,--,Đúng
Hòa Bình,19,13/06/2021,Hồng,88.41,1856,214,462,248,--,0,--,--,--,--,Đúng
Hòa Bình,1,14/06/2021,Hồng,88.54,1145,214,333,119,--,0,--,--,--,--,Đúng
Hòa Bình,7,14/06/2021,Hồng,88.68,1214,214,319,105,--,0,--,--,--,--,Đúng
Hòa Bình,13,14/06/2021,Hồng,88.82,1228,214,333,119,--,0,--,--,--,--,Đúng
Hòa Bình,19,14/06/2021,Hồng,88.90,858,214,338,124,--,0,--,--,--,--,Đúng
Hòa Bình,1,15/06/2021,Hồng,89.03,1173,--,339,--,--,0,--,--,0,--,
Hòa Bình,7,15/06/2021,Hồng,89.17,1236,--,318,--,--,0,--,--,0,--,
Hòa Bình,1,16/06/2021,Hồng,89.72,1408,--,248,--,--,0,--,--,0,--,
Hòa Bình,3,16/06/2021,Hồng,89.77,1210,--,248,--,--,0,--,--,0,--,
Hòa Bình,5,16/06/2021,Hồng,89.82,1210,--,248,--,--,0,--,--,0,--,
Hòa Bình,7,16/06/2021,Hồng,89.87,1230,--,268,--,--,0,--,--,0,--,
Hòa Bình,9,16/06/2021,Hồng,89.90,1021,--,444,--,--,0,--,--,0,--,
Hòa Bình,11,16/06/2021,Hồng,89.93,1185,--,608,--,--,0,--,--,0,--,
Hòa Bình,13,16/06/2021,Hồng,89.96,1332,--,754,--,--,0,--,--,0,--,
Hòa Bình,15,16/06/2021,Hồng,90,1748,--,938,--,--,0,--,--,0,--,
Hòa Bình,17,16/06/2021,Hồng,90.03,1615,--,1022,--,--,0,--,--,0,--,
Hòa Bình,19,16/06/2021,Hồng,90.06,1615,--,1023,--,--,0,--,--,0,--,
Hòa Bình,21,16/06/2021,Hồng,90.08,1479,--,1084,--,--,0,--,--,0,--,
Hòa Bình,23,16/06/2021,Hồng,90.12,1734,--,944,--,--,0,--,--,0,--,
Hòa Bình,1,17/06/2021,Hồng,90.20,2111,--,532,--,--,0,--,--,0,--,
Hòa Bình,3,17/06/2021,Hồng,90.27,1588,--,206,--,--,0,--,--,0,--,
Hòa Bình,5,17/06/2021,Hồng,90.33,1276,--,91,--,--,0,--,--,0,--,
Hòa Bình,7,17/06/2021,Hồng,90.41,1670,--,71,--,--,0,--,--,0,--,
Hòa Bình,9,17/06/2021,Hồng,90.47,1614,--,409,--,--,0,--,--,0,--,
Hòa Bình,11,17/06/2021,Hồng,90.51,1683,--,874,--,--,0,--,--,0,--,
Hòa Bình,13,17/06/2021,Hồng,90.53,1795,--,1385,--,--,0,--,--,0,--,
Hòa Bình,15,17/06/2021,Hồng,90.55,1966,--,1572,--,--,0,--,--,0,--,
Hòa Bình,17,17/06/2021,Hồng,90.60,2109,--,1122,--,--,0,--,--,0,--,
Hòa Bình,19,17/06/2021,Hồng,90.68,2179,--,600,--,--,0,--,--,0,--,
Hòa Bình,21,17/06/2021,Hồng,90.75,1956,--,573,--,--,0,--,--,0,--,
Hòa Bình,23,17/06/2021,Hồng,90.79,1639,--,849,--,--,0,--,--,0,--,
Hòa Bình,1,18/06/2021,Hồng,90.85,1872,--,687,--,--,0,--,--,0,--,
Hòa Bình,3,18/06/2021,Hồng,90.92,1764,--,381,--,--,0,--,--,0,--,
Hòa Bình,5,18/06/2021,Hồng,90.99,1642,--,260,--,--,0,--,--,0,--,
Hòa Bình,7,18/06/2021,Hồng,91.07,1878,--,259,--,--,0,--,--,0,--,
Hòa Bình,9,18/06/2021,Hồng,91.11,1515,--,685,--,--,0,--,--,0,--,
Hòa Bình,11,18/06/2021,Hồng,91.10,1389,--,1592,--,--,0,--,--,0,--,
Hòa Bình,13,18/06/2021,Hồng,91.09,1685,--,1887,--,--,0,--,--,0,--,
Hòa Bình,15,18/06/2021,Hồng,91.10,2018,--,1816,--,--,0,--,--,0,--,
Hòa Bình,17,18/06/2021,Hồng,91.12,2170,--,1765,--,--,0,--,--,0,--,
Hòa Bình,19,18/06/2021,Hồng,91.13,1842,--,1640,--,--,0,--,--,0,--,
Hòa Bình,21,18/06/2021,Hồng,91.13,1980,--,1980,--,--,0,--,--,0,--,
Hòa Bình,23,18/06/2021,Hồng,91.13,2049,--,2029,--,--,0,--,--,0,--,
Hòa Bình,1,19/06/2021,Hồng,91.16,2235,--,1607,--,--,0,--,--,0,--,
Hòa Bình,3,19/06/2021,Hồng,91.19,1939,--,1311,--,--,0,--,--,0,--,
Hòa Bình,5,19/06/2021,Hồng,91.25,1982,--,747,--,--,0,--,--,0,--,
Hòa Bình,7,19/06/2021,Hồng,91.33,1964,--,344,--,--,0,--,--,0,--,
Hòa Bình,9,19/06/2021,Hồng,91.37,1704,--,894,--,--,0,--,--,0,--,
Hòa Bình,11,19/06/2021,Hồng,91.38,1942,--,1740,--,--,0,--,--,0,--,
Hòa Bình,13,19/06/2021,Hồng,91.37,1737,--,1940,--,--,0,--,--,0,--,
Hòa Bình,15,19/06/2021,Hồng,91.37,2044,--,2024,--,--,0,--,--,0,--,
Hòa Bình,17,19/06/2021,Hồng,91.38,2318,--,2096,--,--,0,--,--,0,--,
Hòa Bình,19,19/06/2021,Hồng,91.39,2073,--,1851,--,--,0,--,--,0,--,
Hòa Bình,21,19/06/2021,Hồng,91.40,2169,--,1947,--,--,0,--,--,0,--,
Hòa Bình,23,19/06/2021,Hồng,91.39,2099,--,2281,--,--,0,--,--,0,--,
Hòa Bình,1,20/06/2021,Hồng,91.39,2303,--,2283,--,--,0,--,--,0,--,
Hòa Bình,3,20/06/2021,Hồng,91.40,2376,--,2154,--,--,0,--,--,0,--,
Hòa Bình,5,20/06/2021,Hồng,91.44,2358,--,1528,--,--,0,--,--,0,--,
Hòa Bình,7,20/06/2021,Hồng,91.49,1911,--,899,--,--,0,--,--,0,--,
Hòa Bình,9,20/06/2021,Hồng,91.52,1245,--,638,--,--,0,--,--,0,--,
Hòa Bình,11,20/06/2021,Hồng,91.50,962,--,1367,--,--,0,--,--,0,--,
Hòa Bình,13,20/06/2021,Hồng,91.50,2241,--,2241,--,--,0,--,--,0,--,
Hòa Bình,15,20/06/2021,Hồng,91.50,2358,--,2338,--,--,0,--,--,0,--,
Hòa Bình,19,20/06/2021,Hồng,91.50,2396,--,2376,--,--,0,--,--,0,--,
Hòa Bình,21,20/06/2021,Hồng,91.50,2396,--,2376,--,--,0,--,--,0,--,
Hòa Bình,23,20/06/2021,Hồng,91.49,2182,--,2385,--,--,0,--,--,0,--,
Hòa Bình,1,21/06/2021,Hồng,91.49,2374,--,2374,--,--,0,--,--,0,--,
Hòa Bình,3,21/06/2021,Hồng,91.49,2380,--,2380,--,--,0,--,--,0,--,
Hòa Bình,5,21/06/2021,Hồng,91.50,2287,--,2085,--,--,0,--,--,0,--,
Hòa Bình,7,21/06/2021,Hồng,91.53,2145,--,1477,--,--,0,--,--,0,--,
Hòa Bình,9,21/06/2021,Hồng,91.54,1919,--,1777,--,--,0,--,--,0,--,
Hòa Bình,11,21/06/2021,Hồng,91.51,1777,--,2385,--,--,0,--,--,0,--,
Hòa Bình,13,21/06/2021,Hồng,91.54,2998,--,2391,--,--,0,--,--,0,--,
Hòa Bình,15,21/06/2021,Hồng,91.58,3189,--,2379,--,--,0,--,--,0,--,
Hòa Bình,17,21/06/2021,Hồng,91.60,2785,--,2381,--,--,0,--,--,0,--,
Hòa Bình,19,21/06/2021,Hồng,91.61,2583,--,2380,--,--,0,--,--,0,--,
Hòa Bình,21,21/06/2021,Hồng,91.63,2784,--,2380,--,--,0,--,--,0,--,
Hòa Bình,23,21/06/2021,Hồng,91.65,2784,--,2379,--,--,0,--,--,0,--,
Hòa Bình,1,22/06/2021,Hồng,91.67,2784,--,2379,--,--,0,--,--,0,--,
Hòa Bình,3,22/06/2021,Hồng,91.68,2587,--,2385,--,--,0,--,--,0,--,
Hòa Bình,5,22/06/2021,Hồng,91.70,2790,--,2385,--,--,0,--,--,0,--,
Hòa Bình,7,22/06/2021,Hồng,91.74,2955,--,2125,--,--,0,--,--,0,--,
Hòa Bình,9,22/06/2021,Hồng,91.76,2795,--,2370,--,--,0,--,--,0,--,
Hòa Bình,11,22/06/2021,Hồng,91.76,2390,--,2370,--,--,0,--,--,0,--,
Hòa Bình,13,22/06/2021,Hồng,91.78,2795,--,2370,--,--,0,--,--,0,--,
Hòa Bình,15,22/06/2021,Hồng,91.80,2793,--,2389,--,--,0,--,--,0,--,
Hòa Bình,17,22/06/2021,Hồng,91.81,2591,--,2388,--,--,0,--,--,0,--,
Hòa Bình,19,22/06/2021,Hồng,91.85,2876,--,2067,--,--,0,--,--,0,--,
Hòa Bình,21,22/06/2021,Hồng,91.91,2520,--,1305,--,--,0,--,--,0,--,
Hòa Bình,23,22/06/2021,Hồng,91.95,2434,--,1624,--,--,0,--,--,0,--,
Hòa Bình,1,23/06/2021,Hồng,91.96,2588,--,2386,--,--,0,--,--,0,--,
Hòa Bình,3,23/06/2021,Hồng,91.93,1778,--,2386,--,--,0,--,--,0,--,
Hòa Bình,5,23/06/2021,Hồng,91.88,1375,--,2388,--,--,0,--,--,0,--,
Hòa Bình,7,23/06/2021,Hồng,91.90,2797,--,2373,--,--,0,--,--,0,--,
Hòa Bình,9,23/06/2021,Hồng,91.90,2392,--,2372,--,--,0,--,--,0,--,
Hòa Bình,11,23/06/2021,Hồng,91.88,1988,--,2373,--,--,0,--,--,0,--,
Hòa Bình,13,23/06/2021,Hồng,91.84,1584,--,2374,--,--,0,--,--,0,--,
Hòa Bình,15,23/06/2021,Hồng,91.81,1778,--,2366,--,--,0,--,--,0,--,
Hòa Bình,17,23/06/2021,Hồng,91.74,960,--,2358,--,--,0,--,--,0,--,
Hòa Bình,19,23/06/2021,Hồng,91.66,760,--,2360,--,--,0,--,--,0,--,
Hòa Bình,21,23/06/2021,Hồng,91.64,1463,--,1848,--,--,0,--,--,0,--,
Hòa Bình,23,23/06/2021,Hồng,91.61,912,--,1520,--,--,0,--,--,0,--,
Hòa Bình,1,24/06/2021,Hồng,91.56,918,--,1931,--,--,0,--,--,0,--,
Hòa Bình,3,24/06/2021,Hồng,91.47,249,--,2072,--,--,0,--,--,0,--,
Hòa Bình,5,24/06/2021,Hồng,91.40,170,--,1588,--,--,0,--,--,0,--,
Hòa Bình,7,24/06/2021,Hồng,91.34,52,--,1267,--,--,0,--,--,0,--,
Hòa Bình,9,24/06/2021,Hồng,91.26,98,--,1718,--,--,0,--,--,0,--,
Hòa Bình,11,24/06/2021,Hồng,91.19,123,--,1541,--,--,0,--,--,0,--,
Hòa Bình,13,24/06/2021,Hồng,91.18,708,--,911,--,--,0,--,--,0,--,
Hòa Bình,15,24/06/2021,Hồng,91.17,943,--,1125,--,--,0,--,--,0,--,
Hòa Bình,17,24/06/2021,Hồng,91.10,182,--,1580,--,--,0,--,--,0,--,
Hòa Bình,19,24/06/2021,Hồng,91.02,298,--,1898,--,--,0,--,--,0,--,
Hòa Bình,21,24/06/2021,Hồng,90.96,592,--,1757,--,--,0,--,--,0,--,
Hòa Bình,23,24/06/2021,Hồng,90.92,653,--,1423,--,--,0,--,--,0,--,
Hòa Bình,1,25/06/2021,Hồng,90.88,632,--,1403,--,--,0,--,--,0,--,
Hòa Bình,3,25/06/2021,Hồng,90.83,830,--,1798,--,--,0,--,--,0,--,
Hòa Bình,5,25/06/2021,Hồng,90.79,490,--,1260,--,--,0,--,--,0,--,
Hòa Bình,7,25/06/2021,Hồng,90.76,228,--,821,--,--,0,--,--,0,--,
Hòa Bình,9,25/06/2021,Hồng,90.70,81,--,1266,--,--,0,--,--,0,--,
Hòa Bình,11,25/06/2021,Hồng,90.65,129,--,1117,--,--,0,--,--,0,--,
Hòa Bình,13,25/06/2021,Hồng,90.62,160,--,753,--,--,0,--,--,0,--,
Hòa Bình,15,25/06/2021,Hồng,90.60,716,--,1112,--,--,0,--,--,0,--,
Hòa Bình,17,25/06/2021,Hồng,90.56,454,--,1244,--,--,0,--,--,0,--,
Hòa Bình,19,25/06/2021,Hồng,90.51,527,--,1515,--,--,0,--,--,0,--,
Hòa Bình,21,25/06/2021,Hồng,90.49,737,--,1132,--,--,0,--,--,0,--,
Hòa Bình,23,25/06/2021,Hồng,90.47,229,--,604,--,--,0,--,--,0,--,
Hòa Bình,1,26/06/2021,Hồng,90.44,159,--,732,--,--,0,--,--,0,--,
Hòa Bình,3,26/06/2021,Hồng,90.40,275,--,1046,--,--,0,--,--,0,--,
Hòa Bình,5,26/06/2021,Hồng,90.34,40,--,1154,--,--,0,--,--,0,--,
Hòa Bình,7,26/06/2021,Hồng,90.29,93,--,1061,--,--,0,--,--,0,--,
Hòa Bình,9,26/06/2021,Hồng,90.24,78,--,1045,--,--,0,--,--,0,--,
Hòa Bình,11,26/06/2021,Hồng,90.16,50,--,1610,--,--,0,--,--,0,--,
Hòa Bình,13,26/06/2021,Hồng,90.08,70,--,1630,--,--,0,--,--,0,--,
Hòa Bình,15,26/06/2021,Hồng,89.98,40,--,1302,--,--,0,--,--,0,--,
Hòa Bình,17,26/06/2021,Hồng,89.95,298,--,876,--,--,0,--,--,0,--,
Hòa Bình,19,26/06/2021,Hồng,89.83,40,--,1111,--,--,0,--,--,0,--,
Hòa Bình,21,26/06/2021,Hồng,89.74,101,--,1834,--,--,0,--,--,0,--,
Hòa Bình,23,26/06/2021,Hồng,89.68,74,--,1230,--,--,0,--,--,0,--,
Hòa Bình,1,27/06/2021,Hồng,89.64,264,--,1034,--,--,0,--,--,0,--,
Hòa Bình,3,27/06/2021,Hồng,89.58,40,--,1133,--,--,0,--,--,0,--,
Hòa Bình,5,27/06/2021,Hồng,89.54,74,--,844,--,--,0,--,--,0,--,
Hòa Bình,7,27/06/2021,Hồng,89.51,170,--,728,--,--,0,--,--,0,--,
Hòa Bình,9,27/06/2021,Hồng,89.42,40,--,978,--,--,0,--,--,0,--,
Hòa Bình,11,27/06/2021,Hồng,89.28,40,--,1691,--,--,0,--,--,0,--,
Hòa Bình,13,27/06/2021,Hồng,89.20,259,--,1779,--,--,0,--,--,0,--,
Hòa Bình,15,27/06/2021,Hồng,89.14,200,--,1350,--,--,0,--,--,0,--,
